YEAR,PLAYER,PCT_FGA_2PT,PCT_FGA_3PT,MIN,POSITION
2017-18,James Young,28.6,71.4,10.2,SG
2017-18,Jamil Wilson,22.2,77.8,18.3,SF
2017-18,Jared Dudley,34.4,65.6,14.3,PF
2017-18,Jarell Martin,80.2,19.8,22.7,PF
2017-18,Jarrett Allen,96.2,3.8,20.0,C
2017-18,Jarrett Jack,80.6,19.4,25.0,PG
2017-18,Jason Smith,72.2,27.8,8.6,C
2017-18,Jason Terry,25.3,74.7,16.0,SG
2017-18,Jawun Evans,78.7,21.3,16.2,PG
2017-18,Jaylen Brown,61.9,38.1,30.7,SG
2017-18,Jayson Tatum,71.0,29.0,30.5,SF
2017-18,Jeff Green,72.5,27.5,23.4,PF
2017-18,Jeff Teague,71.3,28.7,33.0,PG
2017-18,Jeff Withey,37.5,62.5,3.9,C
2017-18,Jerami Grant,75.9,24.1,20.3,PF
2017-18,Jeremy Lamb,69.5,30.5,24.6,SG
2017-18,Jeremy Lin,83.3,16.7,25.2,PG
2017-18,Jerian Grant,62.8,37.2,22.8,PG
2017-18,Jerryd Bayless,44.3,55.7,23.7,SG
2017-18,Jimmy Butler,78.3,21.7,36.7,SG
2017-18,Joakim Noah,100.0,0.0,5.7,C
2017-18,Jodie Meeks,46.6,53.4,14.5,SG
2017-18,Joe Harris,42.4,57.6,25.3,SG
2017-18,Joe Ingles,35.4,64.6,31.4,SF
2017-18,Joe Johnson,59.7,40.3,21.9,SF
2017-18,Joe Young,64.5,35.5,10.5,PG
2017-18,Joel Bolomboy,83.3,16.7,6.3,PF
2017-18,Joel Embiid,79.7,20.3,30.4,C
